file_name,text,text_length
life_fashion90_12_Designer_1-2-1_Manoji_Lekamlage.pdf,"Designer 1-2-1: Manoji Lekamlage
The designer and founder of Ohe Island is the charming but self-effacing Nelun Harasgama.
She creates sarees which can only be describe... Driven by a combination of a love for
fashion and wanting to empower women with her creations, Mandy Liyanage launched her brand
Mandy ... One time model and former air stewardess at Sri Lankan airlines, Shimalka’s
travels across the world encouraged her love for fashion.... Having launched her brand
Mendes in 2018 Sajee had made great strides in Colombo’s fashion sphere. Her designs are
fresh, cool and co... Necessity is the mother of invention and that is what drove Araliya
to launch her eponymous brand earlier this year. A graduate in Inte... This week I’m
bringing out the child in me with this collection put together by hugs & kisses, just as
the brand says it’s a warm a... Based in Japan, Sathomi is heavily influenced by Japanese
culture and customs. A graduate of the AOD, Sathomi creates looks that fall i... Living by
her personal motto of ‘being brave, facing challenges and a never-give-up on your dreams’
attitude has helped designer Ud... Today on Fashionably Danu, I wanted to check out the
all-new collection from LOVI. When our days are now mostly at home, keeping it sim...
Graduating from AOD with a degree in Graphic Design, Natalie’s underlying passion veered
towards fashion design. After graduating, Na... Transitioning from a teacher to a fashion
designer, Najila made her entry into the industry in 2009. Having first launched her brand
KO... Embracing the use of Beeralu or bobbin lace in her creations, designer Kasuni
Rathnasuriya holds the distinction of belonging to an exc... Following her motto of “your
actions need to map out what you want” designer Heshanie launched her brand Ileana in 2019
at a pop-up... Torn between a career in engineering and fashion design, enterprising
Akhila managed to complete degrees in both. Hailing from a family... Creative Director and
CEO of Salvage Recycle, Subha Grassi also runs her own design company in Sri Lanka, Ruby
Studio, which partners w... Wearing many hats including that of an interior designer,
spatial stylist, yoga teacher and jewellery designer, Tara is the Creator and... Hailing
from a family which has worked in the apparel industry since the time she was a child,
Charuni has spent most of her life in Ba... Today I feature an amazingly talented man who
has really created a brand that’s absolutely beautiful and timeless, Tharshana is known...
Inspired by fashion icons of the 60s such as The Beatles, Twiggy, Jane Fonda and Marianne
Faithful, Shamindri Ranasinghe a graduate of ... A graduate of the Academy of Design (AOD)
Senuri was honoured when one of her creations, a shirt in hot pink with tulle frills was
chos... The final day of HSBC Colombo Fashion Week 2020 drew to a close at the Hilton with
a large number of fashion aficionados turning out to... Day 2 of Colombo Fashion Week held
at the Shangri-la saw a clutch of established designers present their collections. Central
to their ... Colombo Fashion Week 2020 kicked off in the new normal adhering to a plethora
of strict conditions. After months of lockdown and a hiat... Today on Fashionably Danu, I
feature a very talented designer with a very unique talent Nithya, I saw her at the
Mercedes-Benz fashion ... I’m in very comfortable clothing - keeping it oversized seems to
be the new trend. “Super soft lounge t-shirts by KÛR - Artist col... Flying the flag for
Sri Lankan design, Ruth Weerasinghe has earned a place in the finals of the Redress Design
Award based in Hong Kong... With life limping back to normal after 8 weeks of lockdown,
the fashion industry is cautiously dipping its toes into a post-COVID-19 re... Today on
Fashionably Danu, I feature one of my favourite Lankan brands, La Ceyloné, and their cool
new masks. When COVID19 lockdown ju... Sri Lanka is all about living that tropical island
life in style and summer and resort wear is undoubtably in high demand in our local ...
Group Sites : Lankadeepa Dailymirror Sunday Times Daily FT Ada Deshaya Tamil Mirror Mirror
Sports HI TV Life LW e-papers : Lankadeepa Sunday Lankadeepa Daily Mirror Ada Tamil Mirror
Daily FT Deshaya e-paper portal Services : Home delivery Webmaster Web Ads Editorial Help
Desk Editorial : dailymirrorlife@gmail.com , +94 011 2479330 Technical :helpdesk@wijeya.lk , +94 0112 479 437 Advertising : +94 0112 479 540, +94 0112 479 555 Web
Advertising Inquiry : +94 77 372 7288 - Dilan Copyright 2018 www.life.lk. All Rights
Reserved. All the content on this website is copyright protected and can be reproduced
only by giving the due courtesy to 'Life.lk' Copyright © 2016 Wijeya Newspapers Ltd.",4729
life_fashion90_12_Designer_TAkarsanPhotographer_Nuwan_ThanrangaVideo-_X_IRIS_N.pdf,"Designer– T.AkarsanPhotographer– Nuwan ThanrangaVideo- X IRIS (Nuwan and Menaka)
Oct 25 2017. Today I’m happy to feature some young talent, hungry to bring something new
to you in Colombo. It started as a dream and today they have brought down the most
efficient machinery to make some high quality T-Shirts. Today we are highlighting the
Halloween collection, which only took a matter of minutes to come off the print straight
for the shoot. The founder speaks about, how anything and everything can be personalised
and I took some Halloween effects to make it special. What’s the thinking behind the name
AkiY? AkiY is all about Creating your Identity. A small initiative which began in 2015 in
a small area has now expanded to three stores located in Bambalapitiya. Tell me about the
process in designing a t-shirt? And how long does it take? Our marketing team will do a
research on new concepts and current trends, then our designing team will come up with
fascinating designs. If the customers are comfortable with the design then our production
team will print within 20 minutes with no compromises in quality. Tell me about your
branch in Jaffna? And how is business there? AkiY was initiated first in Jaffna. Jaffna is
the city with many corporate, government and non-government sectors. Akiy in Jaffna covers
all the corporates, schools, government sectors, clubs, shops etc. We mainly focus on the
manufacture of the best corporate T-shirts in Jaffna. This was initiated 2 years ago and
is still running successfully. In what country does this style of prints do well? United
States of America is the best in printing t-shirts. They have a mass production of
t-shirts with best quality around the world. As a brand, how many designs do you introduce
in a collection? How many for this Halloween? We introduce at least 10 t-shirts in a
collection, For the Halloween we designed different choices based on current trends. Can
you also customise designs on request? Yes, We can do any design at any time ! Is there an
online platform to make an order? Yes, We are in the process of launching a new site where
you can design your own Tshirt, you can place the order and get it printed. What is the
process of creating and marketing your design? You design inspiration. Customer
satisfaction is our inspiration and we are branding our Tees with best price and best
quality on time. What would you say are the biggest selling designs? Inspirational quotes,
sarcasm, peace bro, Mersal and jimiki kammal are the most selling designs. What's the cost
for a piece? And what's next for the brand? Prices are starting from Rs 990 onwards. It
depends on the design and material. More over customers can customise their designs with
the cost which starts from Rs 850. We are managing to tie up the costs with other outlets.
Danu is a Jaffna Boy with a Marketing qualification (only because he needed to study, and
not because he wanted it). He has been a part of the team for seven years and is the face
behind Buzz with Danu, and WTF. Your comment (*)",3049
life_fashion90_12_Fashionably_Danu_La_Ceyloné.pdf,"Fashionably Danu: La Ceyloné
May 19 2020. Today on Fashionably Danu, I feature one of my favourite Lankan brands, La
Ceyloné, and their cool new masks. When COVID19 lockdown just started, La Ceyloné started
working on masks with a funky outlook to it, and it’s great to see it in the market
today... A set of 5 for LKR 2500. These re-usable masks are comfortable to wear and can be
washed. Let’s make the new “normal” Fashionable. LA CEYLONÉ POSTED A MASK IMAGE JUST AFTER
LOCKDOWN - WHAT MADE YOU GUYS WORK ON IT SO SOON? We posted an image of a working sample
of a mask in late March, where the current pandemic was in a rising stage in Sri Lanka.
However, the majority of our global franchises knew from January onwards that it will come
to a point where everyone will need protective masks. It was under that demand that we
started testing different thicknesses, sizes, and patterns for our face masks. Keeping in
mind that we could add our own touch of colour and prints to raise positivity into the
lives of those who have chosen our brand. Q WHEN YOU PICK FABRIC, WHAT DO YOU LOOK FOR? La
Ceyloné has always been the pioneer of bringing bright, bold prints to the market under
our savvy resort wear collection since December 2018. Comfort and durability are our main
focus when picking fabrics, which have a natural dye-composition. In simple, high-quality
fabrics with similarly dense dyes for a feather-light touch, with colour mismatching to
suit any occasion. Another important factor we strive to uphold is to keep our products as
eco-friendly as we possibly can. Q HOW DARING DO YOU THINK MEN AND WOMEN ARE IN FASHION
TODAY; WOULD THEY PULL OFF A FLASHY MASK WITH COVID? We think bold statements through
clothes which people have worn, time and time again has proven to help create and showcase
different identities and personalities. Since the launch of our brand, men, much like
women, expressed their bolder, brighter side through our products. We have no doubt that
people would want to brighten up their day (given the current times) by adding a subtle
touch of colour to a now essential item like a face mask. Q AS A BRAND HOW MANY PIECES DO
YOU INTRODUCE IN ONE COLLECTION AND HOW WOULD IT WORK IN THE FUTURE? To keep our print
lines fresh, we add new prints every month. As of now, that collection varies between
10-30 prints per collection. Some exclusive prints go out to our global shops. In the
future, we plan to introduce much more than our classic collections, by introducing to our
customers, a premium range, and limited edition prints, as well as customizable prints for
our more exclusive fans. Q TELL ME ABOUT YOUR MASKS; WHAT HAVE YOU GUYS KEPT IN MIND WHEN
CREATING IT? While maintaining the basic standard of a face mask, we wanted it to be
comfortable, breathable, as well as re-usable. We have added dense-fusing to the middle,
but one that will not make the mask too heavy for your face. Of course, the florals and
prints make them that much more special! Q FLORAL SHIRTS ARE A BIG DEAL, WHAT ARE YOUR
BIGGEST SELLING PRINTS? THERE’S ALSO A CLUTTER IN THE MARKET - WHAT DO YOU SAY MAKES YOU
STAND OUT? We don’t have a specific biggest-selling print per se, as people end up liking
a dozen of our prints. Anyone who admires a large colour palette and different use cases
such as various occasions that they wear our products to, usually love all the prints! As
for the cluttered market, at the time, we introduced something that was lacking. Now we
see others have taken note of it, but this is just the beginning of a much bigger brand.
We have collections that are ready to go out to the world, our mission as always, is to
take our Sri Lankan brand international. To compete with global statement fashion brands
has always been our end goal. Q HOW CAN ONE PLACE AN ORDER FROM YOU? It’s easy; find us on
social media either under our Instagram, @la.ceylone or search for our Facebook page, ‘La
Ceyloné,’ then, select a design from our recent images and drop us a message to order it,
that’s it! Until the lockdown eases, we will be delivering within Colombo. Afterwards, we
will be back to delivering island-wide. Q WHAT HAS THIS GLOBAL PANDEMIC TAUGHT OUR LOCAL
BUSINESSES AND STARTUPS? We think Sri Lanka is a resilient nation. If at all, it has
taught us like everything in our past, from natural disasters to wars, to recent terroristevents, we have gotten through it all, and that this too, shall pass. An important lesson
that we have learned, and will keep on learning, is to keep our heads held high and not to
break under pressure. Q HOW MANY FACE MASKS ARE OUT IN THE MARKET? WOULD YOU BE ABLE TO
CUSTOMIZE, IF NEEDED? Right now, we are working on global orders for the face masks, but
with our current resources, we are also manufacturing a handful to cater to the local
market. We plan on increasing our production soon, which will allow us to take any number
of orders possible. As for the customizable element, we’re looking into it! Q WHAT WOULD
YOU SAY ARE 5 IMPORTANT ITEMS WHICH NEED TO BE IN ANY MAN’S WARDROBE TODAY? A pair of
jeans that you can throw around with any outfit, a dress shoe, a pair of shades to beat
the heat, a La Ceyloné shirt, and given the current circumstances, a facemask. After all,
an expressive man is a fashionable one! Photography - you're my favorite Danu is a Jaffna
Boy with a Marketing qualification (only because he needed to study, and not because he
wanted it). He has been a part of the team for seven years and is the face behind Buzz
with Danu, and WTF. Your comment (*)",5566
life_fashion90_12_Fashionably_Danu_The_Butler.pdf,"Fashionably Danu, The Butler
Jan 08 2019. Danu is a Jaffna Boy with a Marketing qualification (only because he needed
to study, and not because he wanted it). He has been a part of the team for seven years
and is the face behind Buzz with Danu, and WTF. Your comment (*)",270
life_fashion90_12_HSBC_Colombo_Fashion_Week_announces_new_season.pdf,"HSBC Colombo Fashion Week announces new season
Feb 15 2022. HSBC Colombo Fashion Week announces New season with special emphasis on
Societal and Environmental Wellbeing, Emerging Designer Fund, NextGen Award, Responsible
Meter, CFW Accelerate This edition of HSBC Colombo Fashion Week intensifies its focus on
developing a fashion eco-system that has Environmental and Societal wellbeing at its heart
by introducing its theme Green Conscious and Earth Sensitive. This season which is planned
for 24th to 26th of February expands its scope in the new normal environment by developing
a series of programmes that not only supports Emerging Designers but also creates a system
that allows designers to have sustainability at the core of their design philosophy. In
2022, CFW, a development organization, enters its 19th year, throughout this time emerging
designer programme has remained a key initiative of CFW. This year it extends this
programme further by announcing the HSBC Fashion Fund for high potential designers who
showcase at Colombo Fashion Week. This fund focuses on supporting designers who need
financial assistance to move ahead in these challenging times. The HSBC Emerging Designer
Fashion Fund will identify five high-potential young designers through a panel. The names
will be announced after evaluation at the end of February 2022. This is HSBC’s 15th year
as the title partner of Colombo Fashion Week and during that time this partnership has
seen the fashion industry of Sri Lanka expand into an eco-system that encourages new
generations to come into the design industry. To celebrate this milestone, in addition to
the HSBC Fashion Fund, HSBC also announces its second collaboration The Responsible Meter
which creates a pathway for designers to start a sustainable supply chain. The Chief
Executive Officer for HSBC Sri Lanka and the Maldives, Mark Surgenor stated “HSBC is
delighted to be completing its 15th year of support for this most sought after showcase of
Fashion, Design, and creativity in Sri Lanka. Celebrating our 130th year in Sri Lanka as
the leading international Bank, we are delighted through our partnership with CFW to be
able to continue to support the opening of a world of opportunity for our clients,
designers and the Fashion industry in Sri Lanka” Responsible Meter is a one of its kind
garment tool that evaluates the impact of a designer's supply chain on Environmental and
Societal wellbeing. This scoring is to guide designers and to make consumers aware of
their purchases. Shangri-La Hotel Colombo, the official Host hotel, has also yet again
partnered with CFW this season. This partnership has strengthened over the years and share
similar values on the responsibility towards the environment. Speaking on the partnership,
Mr. Herve Duboscq the General Manager of Shangri La Hotel Colombo said, “As we partner
with HSBC Colombo Fashion Week for the fifth consecutive year, we are consistently
inspired by the values and evolving aesthetics embraced by the event, including this
year’s theme – ‘Green Conscious and Earth Sensitive,’ that emphasizes mitigating the
impact on Sri Lanka’s diverse wildlife and natural landscapes,’ said Herve Duboscq,
General Manager, Shangri-La Colombo, and One Galle Face. ‘Reflecting our own aim to create
colourful moments of joy for our guests in a sustainable manner, we’re also enthusiastic
that this year’s edition of CFW will provide a rich showcase for the work of many talented
designers, whilst bringing salient focus to the meaningful ideals embodied by the event.
This season is the second year that UNFPA partners with CFW to bring attention to sexual
and gender-based exploitation of women. The apparel and the fashion industry boasts of
healthy women participation in its supply chain making them important stakeholders. This
aspect of societal wellbeing plays an important role in arresting this exploitation.
Designer Amilani Perera integrates this aspect in her collection to be shown. WNPS
(Wildlife and Nature Protection Society) partners with CFW to highlight Environmental
issues that need attention, the month of February is called the month of Wetlands as these
important ecosystems need attention and preservation. Established in 1894, WNPS is the
third oldest conservation society in the world and the largest and most active in SriLanka. This season also sees the introduction of the Italy Award by The Embassy of Italy
for a talented young designer. The award also includes a financial reward and a
scholarship to study fashion at a prominent design institute in Milan. At this edition,
there will be important Sri Lankan designers showcasing, like Charini Suriyage, Dimuthu
Sahabandu, Sonali Dharmawardena, Amilani Perera, Fouzul Hameed, Indi Yapa Abeywardena,
Asanka De Mel, Dinushi Pamunuwa, Kamil Hewavitharana, Achala Leekoh, Himashi Wijeweera,
Divya Jayawickrama, Ayesh Wickramaratne, Nilusha Maddumage. In total there will be 23 Sri
Lankan designers showcasing. This year after a gap of two years, CFW invites three
prominent South Asian designers to show at HSBC Colombo Fashion Week. The famous Pakistani
designer Rizwan Beyg, Woolmark Ward winner Suket Dhir and RimZim Dadu from India will be
part of the line-up. These designers are also part of the knowledge-sharing programme with
Sri Lankan designers. For the first time CFW partners with South Beach Weligama a
designed-based development that finds synergy with CFW on pillars of sustainability,
creative lifestyle, and trends. The Hair Looks for each day will be presented by
Tressemme, the official haircare partner, an expert brand that also partners New York
fashion Week. Vision Care is the Official Eyewear Partner for Colombo Fashion Week and has
been so for the last five years. In its role as the leading eye care brand in the country
with over 55 branches located islandwide, Vision Care is unwavering in its commitment to
driving the sector to achieve greater heights. Another first partnership with CFW, the
official Makeup partner for the season is Beautybyrosh, an inclusive Australian brand
founded by Rosh Kumarasinghe of Sri Lankan origin. The brand is cruelty-free, vegan,
ethical, and sustainable, and works towards creating a more inclusive space in the global
beauty community. Ramani Fernando Salons is Sri Lanka’s largest and leading hair & beauty
brand, with over 40 years of experience in the industry. Ramani Fernando has been the
Official Hair and Make-Up Partner for Colombo Fashion Week since 2003, they continue to
support CFW with its growth. Hameedia continues to extend its longstanding affiliation
with CFW and continues providing its unwavering commitment to this year’s event too.
Emerging Media, a market leader in location-based indoor and outdoor advertising are the
Official Outdoor Digital Media Partner. Media factory, who commenced business in June 2005
and was an instant game-changer for the industry and has continued to do so, is their
official Media partner. Also joining hands for the first time is Hardtalk, a public
relations agency with over 12 years of experience working with both local and
international brands. The Official Radio Partner of this year’s event will be TNL Radio.
CFW, a developmental platform started in 2003, in a systematic manner, created formats
that demand transformation across the key pillars that would define a fashion industry.
CFW’s mission is to establish, develop and maintain an efficient fashion eco-system that
incubates the best of Sri Lankan fashion design. The various companies of CFW focus on
different aspects of fashion, from fashion week platforms, creative events, media,
sustainable fashion, education-based programmes, and fashion brands. Your comment (*)",7736
life_fashion90_12_HSBC_Colombo_Fashion_Week_Day_1.pdf,"HSBC Colombo Fashion Week Day 1
Mar 22 2018. Day 1 of the HSBC Colombo Fashion Week (CFW) for Spring/Summer ’19 kicked off
yesterday at Hilton Colombo. Celebrating 15 years of CFW, the all Sri Lankan lineup for
Day 1 presented a grand opening of stellar proportions as colours burst on the runway in
flowly silhouettes and stunning designs. “Day 1 was exciting and interesting. Aslam
Hussein was amazing. He only started with us last year. It is a proud moment when I spend
6-7 months with them and they come back with a collection like this. Can’t wait for the 3
more days of fashion!” says Founder and President of Colombo Fashion Week, Ajai Vir Singh.
CEO of CFW , Fazeena Rajabdeen shares similar sentiments as she tells us “it’s a great
start to the runway shows celebrating 15 years! Happy to have kicked off Day 1 with
Upeksha, Meraki, Jai and Aslam Hussein highlighting the key trends.” U by Upeksha Hager
Having begun her fashion journey back in 2011 with her first show at CFW, Upeksha’s label
is one that offers fresh designs with an eye for detail and finish. A whimsical brand with
a love for classic silhouettes and fine finish, this year’s collection was inspired by the
café culture and the feminine flair of European cities. Various prints in box shapes and
loose silhouette added an ethereal touch to the ensemble. The collection was made complete
by flared frills and elaborate bows with a signature floral motif running in each design.
“This collection is for the girl that puts on her best dress to walk down the promenade
just because she can!” La’ Sari by Nilanka Silva A brand that initially started off as a
hobby is now a thriving business. Her tagline being “individuality celebrated”, her design
aesthetic is inspired by her day to day observations and the beauty she feels. Inspired by
the bright and untamed colours of the ‘Holi’ Festival, this collection was a whirl of
vivid colours in handcrafted silks, chiffons and cotton . Transferring casual clothing
into chic , La’Sari wowed the audience with the ombre upscale wear collection in vibrant
hues of the sunset, flora and the ocean. “This is my second time doing a collection with
CFW and I am looking forward to doing more with them. The collection really puts focus on
the flowy silhouettes ” Merkai by Sharmila Ruberu Where elegance meets comfort, Meraki
stayed true to its style ethos of minimalism in its collection. Inspired by the architect
Tadao Ando, Meraki presented an ensemble of muted colours of white, black and grey. All
designs were made using a mid-weight satin fabric with a special focus on minimum wastage
cutting. Her steel framed handbags in geometric patterns were a hit! “As usual, it’s great
to be a part of CFW. I really liked Tadao Ando’s minimalist and futuristic style and that
inspired me to make this collection.” Amilani Perera Amilani Perera is a ready- to-wear
luxury fashion brand that juxtaposes chic styles with traditional Sri Lankan cultural
motifs. Her brand is 100% cruelty-free and she uses premium vegan materials in her
designs, making her brand a unique bespoke designer wear label in Sri Lanka. Her
collection embodied the brand’s signature look with the use of Sri Lanka’s national bird
‘Jungle Fowl’ in geometric forms. The eveningwear collection featured lush silhouettes
with pixilated prints and embroidery in earthy hues along military lines. “This collection
is designed to portray the strong yet sensitive side of the modern woman and the majestic
jungle fowl symbolizes the resilience of the persevering Sri Lankan woman. I will also be
donating the proceeds of this collection to projects supporting women lead households in
areas directly affected by the war.” Jai by Jaish Jayasinghe Launched in 2012 from the
House of Aashkii, Jai is a brand that derives inspiration from Jaish’s unique life
experiences which are a reflection of nature’s aesthetic. Her collection ‘Rafiki’ was
inspired by her travels in Africa, transferring the wild into design . From feather
patterns of the Congolese peafowl to the peacocks and the cheetahs roaming the jungles,
Africa came alive on the runway through her creative use of prints, fabrics, and
silhouettes. “It was awesome! I feel so happy because everyone loved the collection and I
worked hard on this beautiful collection. It was a fusion collection and I used camouflageprints to really highlight the theme behind the collection.” G by Gihan Ediriweera A
freelance fashion designer specializing in tie and dye art, he has been a part of CFW
since 2012 and this collection marks his 7th for CFW. This year’s collection drew
inspiration from the movie adaptation of the fairy tale ‘Cinderella’ with colour palettes
picked from different segments in the movie. Soft cotton blends met refined rayons as the
runway explored in an ever-changing colour palette in off shoulder silhouettes. The pastel
colours of yellow, pink and blue spun a fairytale on the runway! “I’m excited. I really
liked the collection; it was one of my dreams that became a reality. I wanted to make it
simple, girly yet colourful .” Aslam Hussein Celebrating over 25 years of fashion, Aslam
Hussein is the creative force behind Gee Bees Designer Studio and is reputed to be among
the best for creating stunning couture. His collection followed a white on white theme
using luxe fabrics sourced from his travels overseas. Silks, organza, and brocade
embroidered with dainty floral motifs have been transformed into fabulous haute couture
dresses. Aslam’s collection showed off the unique engineering skills he employs to create
such fine structural gowns with features such as pleats, folds, exaggerated sleeves and
asymmetrical hemlines. “I’m really happy to have created some wonderful designs to impress
the audience. I always believe in giving a brilliant first impression and I’m so happy to
have presented the grand finale for Day 1” See all pics here:
https://www.facebook.com/pg/life.lk/photos/?tab=album&album_id=1838577282827769 By:
Panchali Illankoon and Tina Edward Gunawardhana Your comment (*)",6060
life_fashion90_12_Hugo_Boss_Opens_Its_First_Sri_Lankan_Store.pdf,"Hugo Boss Opens Its First Sri Lankan Store
May 08 2017. Hugo Boss, the 92 year old luxury brand with a focus on menswear, recently
opened its first store in Colombo. The space is located at the Arcade Independence Square
- a beautifully restored British colonial building constructed in 1889 that was once home
to an asylum. Colombo’s retail market has seen the arrival of a few international brands
but none with the luxury fashion reputation of Hugo Boss. At the opening, an eye-catching
video display was set against the classical façade of the Arcade Independence Square for
the viewing pleasure of invited guests, which showed the history of the brand and its
ethos. What men need now is an alternative, and more flexible approach to suiting that
will take you from a workday to the weekend. The dizzying rate of change in the way the
modern man now chooses to dress has left some more traditional labels reeling but one of
the world’s biggest brands has chosen to embrace change and accept that there is a whole
world beyond the grey suit. Hugo Boss may have been built into a global fashion behemoth
thanks to generations of men who have bought its suits as essential office wear but as the
workplace has become more casual and the shirt and tie brigade is rapidly being replaced
by the T-shirt and smart sneaker squad, the brand is rising to the challenge. The suit may
well be far from death, but what the world now wants is an alternative and a more flexible
approach to a working - and weekend - wardrobe and that is precisely what the Boss team
delivers. Wedding suits are a huge market segment that this new store will also cater to
as the Boss Menswear Store stocks both formal and sportswear collections. Your comment (*)",1736
life_fashion90_12_Sonali_Dharmawardene.pdf,"Sonali Dharmawardene
There is clearly art in her designs and her dresses are works of art. I love that
intersection of the two disciplines. What a wonderful creative she is",172
life_fashion90_12_Swim_Week_Colombo_Announces_Its_New_Season.pdf,"Swim Week Colombo Announces Its New Season
Jun 14 2017. Fashion, Films, Art, Trend Seminars and a New International Position Swim
Week Colombo, presented by OLU Tropical Water, announces its new season, which is geared
to kick off from the 27th June to the 2nd July. Asia's FIRST fashion week dedicated to
swimwear returns for a groundbreaking new edition to showcase Sri Lankan and international
trends as well as celebrate Sri Lanka's new international position in swimwear. To release
further details on this, a press conference will be held at the Hilton Colombo on the 15th
of June. In its third edition, Swim Week Colombo's ambitious vision is to create a global
platform for swimwear and position Sri Lanka as the swimwear capital of the world, which
is steadily becoming a reality. Among several interesting developments, this edition will
include resortwear and activewear fashion along with the latest in swimwear making it a
unique platform with this focus. The objective of Swim Week Colombo is to holistically
showcase Sri Lanka as an expert hub for swimwear and activewear and as a platform that
showcases design talent, manufacturing capabilities, and to create a relevant tourism
story. It showcases every aspect from design trends to consumption. The strategic partner
in this is Linea Aqua. ""Swim Week has dual focus - showcase Sri Lankan expansion in this
fashion segment along with the inclusion of activewear and resortwear and also make it an
international hub where directions for swimwear, resortwear and activewear are discussed
and driven, along with being showcased here. We are the first in Asia of this kind and
want to make it an international platform open to any designer to showcase"" says Ajai Vir
Singh, Founder of Swim Week Colombo. Last year's edition saw Swim Week Colombo establish
itself as a production of high standard that was on par with some of the leading fashion
weeks held worldwide. This year will see a fortification of this standard and will feature
segments related to fashion and art, fashion and fitness, fashion and film, fashion and
food as well as explore emerging trends and influences in swimwear. The runway shows
planned for this season will feature the latest collections in swimwear fashion designed
by eleven leading Sri Lankan designers. Last year's edition felt the presence of acclaimed
international designers who shared their expertise in the field. This season will also
feature three international designers who will be revealed at the press conference. Hilton
Colombo is the host hotel. Some important partners of Swim Week Colombo are the Title
Partner - Olu Tropical Water, Main Partner - Linea Aqua, Fashion Card partner - Nations
Trust American Express, Hospitality Partner - Hilton Colombo, Automobile Partner - Jaguar
Sri Lanka and Hair and Beauty Partner - Ramani Fernando Salons. For more information on
Swim Week Colombo, visit the official website . Stay informed of the latest on Swim Week
by using #swimweekcolombo on Facebook , and Instagram for the latest updates, photos,
videos and more. Your comment (*)",3091
life_fashion90_12_The_Joy_in_Happinesswear.pdf,"The Joy in Happinesswear
Mar 12 2025. Rashmi Wijekoon, the founder and driving force behind Joey Clothing, has
built a brand on the concept of ‘Happiness’—fashion that brings confidence, comfort, and
true happiness to the consumer. Joey Clothing began as a passion project in 2018 and was
incorporated as a business in 2021. Today, Joey Clothing continues to set new trends with
this feel-good fashion standard. We got ahold of this busy entrepreneur to ask her more
about her ‘Happinesswear’ brand. You have such a high academic background and credentials,
what made you chose fashion after such a long stint in business and science? As a teen, I
believed my path was set for academia or the corporate world. I was always an ambitious
student, excelling in academics—topping my batch at Colombo University in Chemistry,
followed by CIMA and an MBA, leading to an 8+ year corporate career in chief MNCs and
conglomerates. Everything changed once I became a mother. Rather than continuing down the
traditional corporate route, I chose to channel my expertise into something more
personal—fashion that empowers. I saw a gap in the Sri Lankan market for a homegrown brand
that balanced affordability, quality, and design innovation. Joey Clothing became the
perfect blend of strategy, creativity, and purpose—designing stylish, comfortable clothing
that adapts to real bodies and real lifestyles. What fabrics do you usually use and is
there any significance to that? At Joey, fabric selection is at the heart of our design
process. We prioritize materials that feel as good as they look—soft, breathable, and
versatile fabrics that enhance comfort without compromising on style. Tell us the story
behind how you caught the ‘fashion bug’ and why your brand is called Joey Clothing’?
‘Fashion is a powerful form of self-expression and confidence. My journey into fashion was
born from a personal need. The ‘fashion bug’ bit me after I became a mother, I struggled
to find clothing that was both stylish and comfortable, something that made me feel good
in my own skin. That is when I realized there was a gap in the market, and more
importantly, an opportunity to create something meaningful. Always having been very
particular about what I wear, I decided to start designing for women who wanted effortless
style without compromising on comfort. Seeing how the right outfit could boost confidence
and happiness sparked my passion for creating ‘Happinesswear.’ If you wear something that
makes you happy, you just look better—it’s that simple. From the very beginning, Joey
Clothing was about happiness. I wanted to create a brand that wasn’t just about fashion,
but also about how clothes make you feel. The name ‘Joey’ comes from joy, the core idea
behind our brand. It represents comfort, confidence, and feeling good in your own skin. As
a brand we prioritize authenticity, understanding that fashion should empower and adapt to
every stage of a woman’s life. What makes Joey Clothing the best is our commitment to
providing high-quality, stylish clothing that embraces real bodies and real lifestyles.
We’ve built our brand around the concept of Happinesswear, meaning that when women wear
our pieces, they not only look great but feel great too—whether at home, at work, or on
the go. How do you get the community involved in your operation how many artisans are
involved? I started Joey Clothing with no infrastructure. Manufacturing was a struggle, as
none of the factories were willing to take on the smaller quantities I needed. That’s when
the artisans stepped in. They believed in my vision and supported me, helping to get the
brand off the ground by working with me on smaller batches. Today, we manage two stitching
communities in Malwana and Athurugiriya, where skilled artisans bring our designs to life
from the comfort of their homes. These partnerships are not just about production—they’re
about empowerment. We employ over 35 artisans, providing them with stable jobs, fair
wages, and, more importantly, flexibility which allows them to support their families
financially without disrupting their roles as mothers and wives. As we continue to expand,
our model remains rooted in these community-based operations, ensuring we maintain
flexible, high-quality production that is human-centered. What advice would you give toupcoming entrepreneurs? One of the biggest lessons I've learned is the importance of
investing in the right people and grooming talent. Surround yourself with a strong,
passionate team that believes in your vision and supports each other through challenges.
At Joey Clothing, we’ve made it a point to nurture young talent, providing them with
opportunities for growth and development. When you invest in your people, you’re building
a foundation for long-term success. Stay true to your vision, keep moving forward, and
remember that the challenges you face will help you grow. Where can we buy Joey Clothing?
Joey Clothing is available at our online store, where we offer a seamless shopping
experience with delivery options globally. Our website features our full range of
collections, allowing you to explore our designs, check sizes, and shop with ease. We have
2 physical stores; the flagship store at Colombo 5 ( Isipathana Mawatha), and our urban
boutique in the heart of Pelawatte-Battaramulla Stay tuned as we continue to expand our
physical presence, bringing Joey Clothing closer to you through more outlets in the
future!’ By Namalee Sirwardene Your comment (*)",5512
